"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048568","GO:0048568","embryonic organ development","131/3609","364/14366",2.01104895386091e-06,0.00107134062451136,0.000904298472171525,"EPHA2/MFAP2/EPHB2/PHACTR4/CCN1/COL11A1/SLC39A1/EFNA1/PBX1/PRRX1/VASH2/TGFB2/HLX/ID2/BIRC6/PKDCC/OTX1/BBS5/HOXD4/SATB2/CASP8/GBX2/RARB/EOMES/TGFBR2/SETD2/LRIG1/IFT57/GATA2/PLS1/ZIC1/SHOX2/CHRNA9/KIT/KDR/PKD2/LEF1/PITX2/BBS7/PDGFC/NIPBL/NKX2-5/FOXC1/TUBB2B/EDN1/TFEB/RUNX2/TBX18/SOBP/CITED2/MTHFD1L/PDGFA/TWIST1/HOXA2/HOXA3/HOXA5/GLI3/COBL/DLX6/HIPK2/INSIG1/EN2/DNAJB6/FZD3/EYA1/OSR2/FZD6/CTHRC1/PCSK5/TGFBR1/PBX3/GATA3/COL13A1/PHLDA2/ADM/TEAD1/PAX6/FOLR1/MYO7A/YAP1/TULP3/KRT8/HOXC4/ALX1/CHST11/TBX3/ATP8A2/SETDB2/SLITRK6/MMP14/SIX1/SIX4/HIF1A/ZFP36L1/AKT1/MAP2K1/SMAD3/STRA6/ALDH1A3/SALL1/NDRG4/FOXF1/SOX15/GGNBP2/LHX1/FZD2/HOXB2/HOXB7/NOG/TBX2/SOX9/GRB2/SOCS3/EIF4A3/TTC39C/SMAD2/MBD2/MBD3/SLC39A3/TGFB1/ERCC1/FLT3LG/MKKS/ADA/STK4/TBX1/MAPK1/LIF/PDGFB/CCDC134/NSDHL",131
"GO:0060485","GO:0060485","mesenchyme development","96/3609","251/14366",2.49907167728288e-06,0.00122038000240647,0.0010300998080309,"MTOR/MAD2L2/PHACTR4/PEF1/TRIM62/TGFBR3/SEMA6C/S100A4/EFNA1/MDM4/TGFB2/NUP133/RTN4/SEMA4C/POLR1B/STAT1/NRP2/GBX2/EOMES/TGFBR2/TASOR/ROBO2/USF3/GSK3B/PKD2/LEF1/PITX2/SPRY1/DAB2/ISL1/FOXD1/SEMA6A/PDGFRB/HNRNPAB/FOXC1/EDN1/RBM24/CITED2/TWIST1/HOXA5/SEMA3A/LOXL2/SFRP1/SNAI2/SDCBP/EXT1/HAS2/BNC2/TGFBR1/OLFM1/GATA3/BAMBI/NRP1/DLG5/SEMA4G/TCF7L2/DCHS1/WT1/MDK/FOLR1/YAP1/HMGA2/ALX1/CORO1C/TBX3/EDNRB/FOXA1/FERMT2/SIX1/SIX4/HIF1A/ZFP36L1/SEMA6D/SMAD3/SOX8/TGFB1I1/FOXF1/RFLNB/NOG/TBX2/SOX9/MCRIP1/ROCK1/CDH2/SMAD2/SMAD7/SMAD4/SEMA6B/SPRED3/TGFB1/BMP2/LAMA5/TBX1/MAPK1/SOX10/AMER1",96
"GO:0044057","GO:0044057","regulation of system process","151/3609","433/14366",2.78846155996284e-06,0.00125695267241402,0.00106097011095266,"ERRFI1/MTOR/SELENON/TRIM63/SLC9A1/OPRD1/EPB41/CYP2J2/PDE4B/ATP1A1/GBA/NOS1AP/RGS4/ATP1B1/RGS2/ADORA1/MYBPH/TGFB2/AGT/WDR35/FKBP1B/EHD3/CALM2/ASB3/EIF2AK3/PER2/LMCD1/HRH1/THRB/GNAI2/CACNA1D/IGSF11/MGLL/ACP3/SHOX2/KIT/NMU/PPP3CA/ISL1/ITGA2/IL6ST/PDE4D/HMGCR/F2R/F2RL1/KCNN2/NKX2-5/HRH2/BMP6/EDN1/DDX39B/TNFRSF21/MLIP/TBX18/BVES/FIG4/GJA1/CCN2/SGK1/GRM1/AQP1/EGFR/STX1A/GTF2IRD1/CACNA2D1/SEMA3A/NPTX2/DOCK4/KCNH2/STC1/FABP5/RIMS2/CCN3/UNC13B/NR4A3/KLF4/PBX3/CELF2/PRKG1/KCNMA1/RNLS/PLCE1/GSTO1/ADM/MYRF/GRK2/CTTN/KCNE3/TENM4/MTMR2/ARHGAP42/PTPRO/SPX/KCNMB4/ATP2B1/RNF10/P2RX4/EDNRB/MIR17HG/PARP2/ZFHX2/AKAP6/GCH1/CALM1/AKT1/RAB8B/SMAD3/CORO2B/ABAT/EMP2/STX1B/NOL3/ATP2A3/TMEM98/ORMDL3/JUP/WNK4/GJC1/TBX2/ACE/SPHK1/EIF4A3/NPTX1/DLGAP1/ROCK1/DSG2/SMAD7/SMAD4/DAPK3/PIN1/PRKACA/DMPK/CALM3/TRPM4/NR1H2/TNNT1/CST7/MYL9/ADA/ZMYND8/NTSR1/PDE9A/S100B/SOX10/PDGFB/TYMP/NLGN4X/HTR2C/APLN/AVPR2/MECP2",151
"GO:0006470","GO:0006470","protein dephosphorylation","97/3609","256/14366",3.56575690524424e-06,0.00141737214039833,0.00119637716682805,"SSU72/CAMTA1/MTOR/PPP1R8/EYA3/PTP4A2/PTPRF/CDC14A/GBA/DUSP23/DUSP12/TIPRL/ADORA1/PPP1R15B/PTPN14/FKBP1B/PPP1CB/CALM2/PPP4R3B/DUSP11/DUSP19/ILKAP/LRRC2/GNAI2/DUSP7/PPM1M/GSK3B/ACP3/PPP2R3A/PPM1L/HTT/PTPN13/PPM1K/DAPP1/PPP3CA/PPA2/PDGFRB/PPP1R11/PPP2R5D/PTP4A1/EYA4/PPP1R3B/DLC1/PPP3CC/PPP2CB/IKBKB/EYA1/PDP1/CDC14B/PHPT1/NSMF/MASTL/PTPN20/PPP1R3C/PTPRE/SMPD1/SWAP70/PTPMT1/PTPRJ/MTMR2/PTPRO/TNS2/PPM1H/PTPRB/PTPRR/HSP90B1/NUAK1/LGALS3/CALM1/PPP4R4/CTDSPL2/PTPN9/CPPED1/PPP1R1B/DUSP3/PTPRM/ROCK1/RPRD1A/PHLPP1/PTPRS/PIN1/TIMM50/TGFB1/PPM1N/PPP5C/CALM3/PPP1R15A/ACP4/PPP2R1A/PPP6R1/CDC25B/DUSP15/YWHAB/PTPN1/PPP1R3D/RCAN1/MTMR8",97
"GO:0010631","GO:0010631","epithelial cell migration","101/3609","269/14366",3.62808568361348e-06,0.00141737214039833,0.00119637716682805,"PLEKHG5/PIK3CD/MTOR/EPHA2/S100A2/EFNA1/TGFB2/AGT/ADAM17/RTN4/ZEB2/DPP4/FAP/NRP2/PPARG/IQSEC1/TGFBR2/FSTL1/GATA2/PLXND1/KIT/KDR/FGF2/FBXW7/VEGFC/ITGA2/PLK2/ARSB/FGF1/EDN1/PPARD/HDAC9/SEMA3A/PTN/LOXL2/STC1/ANGPT1/CCN3/ENPP2/HAS2/KANK1/TESK1/ANXA1/TGFBR1/KLF4/ABL1/GATA3/JCAD/NRP1/MMRN2/NANOS1/PIK3C2A/LPXN/CORO1B/ETS1/HDAC7/PTPRR/CORO1C/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/DNAJA4/CTSH/PDPK1/EMP2/PLCG2/CDH13/PFN1/NF1/KRT16/JUP/STAT5A/GRN/ITGB3/ITGA3/MAP3K3/SOX9/PTPRM/ROCK1/PKN1/GIPC1/GPI/TGFB1/FUT1/ANGPT4/FERMT1/RIN2/ID1/MMP9/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",101
"GO:0090132","GO:0090132","epithelium migration","101/3609","270/14366",4.38369209414485e-06,0.00151728063819727,0.00128070805081533,"PLEKHG5/PIK3CD/MTOR/EPHA2/S100A2/EFNA1/TGFB2/AGT/ADAM17/RTN4/ZEB2/DPP4/FAP/NRP2/PPARG/IQSEC1/TGFBR2/FSTL1/GATA2/PLXND1/KIT/KDR/FGF2/FBXW7/VEGFC/ITGA2/PLK2/ARSB/FGF1/EDN1/PPARD/HDAC9/SEMA3A/PTN/LOXL2/STC1/ANGPT1/CCN3/ENPP2/HAS2/KANK1/TESK1/ANXA1/TGFBR1/KLF4/ABL1/GATA3/JCAD/NRP1/MMRN2/NANOS1/PIK3C2A/LPXN/CORO1B/ETS1/HDAC7/PTPRR/CORO1C/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/DNAJA4/CTSH/PDPK1/EMP2/PLCG2/CDH13/PFN1/NF1/KRT16/JUP/STAT5A/GRN/ITGB3/ITGA3/MAP3K3/SOX9/PTPRM/ROCK1/PKN1/GIPC1/GPI/TGFB1/FUT1/ANGPT4/FERMT1/RIN2/ID1/MMP9/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",101
"GO:0030855","GO:0030855","epithelial cell differentiation","168/3609","494/14366",4.40166738043575e-06,0.00151728063819727,0.00128070805081533,"ERRFI1/KAZN/EPHA2/CLIC4/SFN/MCOLN3/GSTM3/RAP1A/TXNIP/ADAMTSL4/FLG/NR5A2/ELF3/ZBED6/USH2A/CHML/ID2/GDF7/XDH/STAT1/FZD7/PPARG/THRB/RARB/MYD88/FLNB/GSK3B/FSTL1/HEG1/PLS1/ARHGEF26/SKIL/TP63/CLDN1/ADD1/PROM1/KDR/EREG/SHROOM3/NKX6-1/PITX2/FGF2/SPRY1/PALLD/DAB2/ITGA2/IL31RA/IL6ST/PDE4D/F2RL1/VDAC1/SPINK5/FOXC1/BMP6/LATS1/AFDN/HOXA5/DLX6/SERPINE1/PODXL/PTN/ASAH1/STC1/GPAT4/IKBKB/ESRP1/EXT1/SHARPIN/TJP2/ANXA1/TDRD7/KLF4/ABL1/RAPGEF1/AKR1C3/GATA3/PTER/VIM/ZEB1/NRP1/MACROH2A2/PSAP/DLG5/DMBT1/TOLLIP/TPP1/PAX6/WT1/PLAAT3/CPT1A/CCND1/MYO7A/YAP1/EXPH5/RDX/SIDT2/ROBO4/APOLD1/PTPRO/RAPGEF3/WNT10B/KRT18/CYP27B1/TBX3/FNDC3A/KLF5/SCEL/SLITRK6/PCK2/FOXA1/LGALS3/SIX1/PRKCH/HIF1A/SGPP1/ZFP36L1/CCDC88C/AKT1/ONECUT1/MYO1E/MAP2K1/SMAD3/IQGAP1/CCDC78/SOX8/PDPK1/TGFB1I1/SALL1/HSF4/E2F4/CDH3/MAF/ZDHHC7/FOXF1/LHX1/KRT16/FZD2/HOXB13/PECAM1/SOX9/EVPL/MAFG/LAMA1/ROCK1/GATA6/CDH2/SMAD4/ONECUT2/PTPRS/KEAP1/KLF2/SPRED3/MYADM/TBC1D20/BMP2/PLCB1/ID1/SRSF6/STK4/MMP9/CBR1/TBX1/LIF/SH3BP1/PDGFB/MSN/OPHN1/RAP2C",168
"GO:0061564","GO:0061564","axon development","146/3609","420/14366",4.9449194336373e-06,0.00160984599339525,0.00135884072623752,"EPHA2/EPHB2/LYPLA2/PTPRF/DOCK7/LPAR3/AMIGO1/TSPAN2/NGF/SEMA6C/EFNA4/EFNA3/EFNA1/LHX4/LAMC2/LHX9/PLXNA2/VASH2/GDF7/FKBP1B/SPAST/RTN4/SEMA4C/TTL/ITGA4/TRAK2/NRP2/GBX2/TRAK1/ROBO2/EPHA6/GAP43/GSK3B/PLXNA1/PLXND1/RYK/SHOX2/SKIL/APOD/UCHL1/EPHA5/RUFY3/NKX6-1/BMPR1B/PALLD/ISL1/FOXD1/NREP/SEMA6A/CTNNA1/SLIT3/TUBB2B/DDR1/TNFRSF21/FYN/TIAM2/HOXA2/GLI3/COBL/SEMA3A/PLXNA4/PTN/FZD3/KIF13B/EXT1/KLF4/TRIM32/STXBP1/ABL1/OLFM1/GATA3/KIF5B/NRP1/MYPN/ZFYVE27/SEMA4G/SHTN1/APBB1/EIF4G2/PAX6/CTTN/FOLR1/PICALM/NECTIN1/ROBO3/ROBO4/FEZ1/JAM3/PTPRO/KIF5A/PLXNC1/ATP8A2/SPART/POU4F1/SLITRK6/SLITRK5/ATL1/NIN/NRXN3/FLRT2/RPS6KA5/CYFIP1/SEMA6D/MAP2K1/NPTN/SIN3A/ISL2/METRN/MAPK8IP3/TAOK2/EFNB3/TRPV2/LHX1/CNP/GRN/MAPT/WNT3/NOG/NPTX1/LAMA1/PTPRM/AFG3L2/LAMA3/CDH2/RNF165/SMAD4/SEMA6B/PTPRS/RAB8A/BRSK1/B4GALT5/PARD6B/LAMA5/NCAM2/S100B/NEFH/RAC2/TSPO/USP9X/OPHN1/PLP1/PAK3/SLC9A6/MCF2/SLITRK4/GDI1",146
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","159/3609","465/14366",5.58710184801219e-06,0.00172317983312376,0.0014545036888537,"GNB1/PLEKHG5/PARK7/MFN2/RAP1GAP/EPHB2/WASF2/PHACTR4/RRAGC/DHCR24/JUN/DOCK7/DIRAS3/SYDE2/BCAR3/ARHGAP29/RAP1A/NGF/SETDB1/DENND4B/ARHGAP30/TGFB2/ITPKB/OBSCN/RAB4A/CHML/YWHAQ/CDC42EP3/GPR17/RND3/CUL3/DOCK10/NGEF/FARP2/BRK1/IQSEC1/DOCK3/ARHGAP31/HEG1/MRAS/RAP2B/PLD1/USO1/FAM13A/FGF2/SPRY1/PLK2/CCDC125/F2R/F2RL1/RASGRF2/RASA1/FAM13B/ARHGAP26/PDGFRB/G3BP1/DOCK2/SQSTM1/WASF1/TIAM2/CYTH3/RAPGEF5/COL1A2/DOCK4/ARHGEF5/PRAG1/DLC1/RHOBTB2/PPP2CB/SDCBP/DENND3/DOCK8/KANK1/CDKN2A/FGD3/CTNNAL1/LPAR1/ABL1/RAPGEF1/RALGDS/NET1/GDI2/ARHGAP21/RAB18/NRP1/RHOBTB1/PLCE1/ARHGAP19/DNMBP/SHTN1/SWAP70/RRAS2/ARHGAP1/MADD/CFL1/RAB30/RAB38/ARHGAP42/RDX/USP28/CBL/ARHGEF12/ARHGDIB/EPS8/RAPGEF3/CDK2/KCTD10/RHOF/RB1/LPAR6/MCF2L/ARHGEF40/PRKD1/SOS2/RHOJ/RAB15/GPR65/CCDC88C/CYFIP1/RASGRP1/C15orf62/RHOV/CHP1/RASGRF1/PLEKHG4/CDH13/RAP1GAP2/ARHGAP44/FLCN/KSR1/NF1/KPNB1/ITGA3/LRRC59/CDC42EP4/GRB2/TIMP2/ARHGDIA/RALBP1/ROCK1/ARHGEF18/MYO9B/EPS8L1/RIN2/TGM2/STMN3/HMOX1/RAC2/CYTH4/SH3BP1/FGD1/ARHGEF9/OPHN1/LPAR4/RAB33A/FRMD7/RAP2C/MCF2/GDI1",159
"GO:0090130","GO:0090130","tissue migration","102/3609","275/14366",6.06534472784579e-06,0.00177714600525882,0.00150005551979723,"PLEKHG5/PIK3CD/MTOR/EPHA2/S100A2/EFNA1/TGFB2/AGT/ADAM17/RTN4/ZEB2/DPP4/FAP/NRP2/PPARG/IQSEC1/TGFBR2/FSTL1/GATA2/PLXND1/KIT/KDR/FGF2/FBXW7/VEGFC/ITGA2/PLK2/ARSB/FGF1/EDN1/PPARD/HDAC9/SEMA3A/PTN/LOXL2/STC1/ANGPT1/CCN3/ENPP2/HAS2/KANK1/TESK1/ANXA1/TGFBR1/KLF4/ABL1/GATA3/JCAD/NRP1/MMRN2/NANOS1/PIK3C2A/LPXN/CORO1B/ETS1/HDAC7/PTPRR/CORO1C/P2RX4/SCARB1/PRKD1/HIF1A/RHOJ/LGMN/AKT1/THBS1/DNAJA4/CTSH/PDPK1/EMP2/PLCG2/CDH13/FOXF1/PFN1/NF1/KRT16/JUP/STAT5A/GRN/ITGB3/ITGA3/MAP3K3/SOX9/PTPRM/ROCK1/PKN1/GIPC1/GPI/TGFB1/FUT1/ANGPT4/FERMT1/RIN2/ID1/MMP9/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",102
"GO:0016050","GO:0016050","vesicle organization","104/3609","282/14366",6.60917564902827e-06,0.00184427472872884,0.00155671761277112,"VAMP3/ATP13A2/STX12/PEF1/EPS15/HOOK1/SORT1/SEC22B/SNAPIN/SNAP47/YIPF4/DYSF/TMEM127/FER1L5/TGFBRAP1/ZEB2/PTPRN/CUL3/ARL8B/PDCD6IP/ALS2CL/RAB7A/DNAJC13/PRKCI/VPS8/USO1/SCARB2/SNCA/CLCN3/F2R/ZFYVE16/SEPTIN8/YIPF5/TMED9/SQSTM1/STX7/TBPL1/STX11/RAB32/STX1A/CCDC136/INSIG1/ZDHHC2/SDCBP/CHMP4C/WASHC5/UNC13B/ANXA1/STXBP1/STAM/PIP4K2A/KIF5B/SRGN/SEC24C/PI4K2A/HPS1/ARFGAP2/OSBP/STX3/VPS37C/MYO7A/PICALM/RAB38/VPS11/RNF26/SNX19/VAMP1/PMEL/EEA1/CORO1C/STXBP6/TMED10/VPS18/CHP1/VPS39/SNAP23/RAB27A/RAB8B/BAIAP3/PRRT2/CORO1A/STX1B/CHMP1A/MYO18A/PIP4K2B/PLEKHM1/SNX11/SPHK1/CHMP1B/AP3D1/RFX2/RAB8A/UNC13A/PLEKHF1/NECTIN2/BLOC1S3/TBC1D20/SDC4/RAB22A/SNAP29/HPS4/PHETA2/GPR143/SRPX",104
"GO:0043536","GO:0043536","positive regulation of blood vessel endothelial cell migration","30/3609","57/14366",7.62842450784408e-06,0.00203193489163483,0.00171511802690714,"ADAM17/GATA2/KDR/FGF2/VEGFC/PLK2/HDAC9/ANGPT1/ANXA1/ABL1/JCAD/NRP1/PIK3C2A/ETS1/HDAC7/P2RX4/PRKD1/HIF1A/RHOJ/AKT1/THBS1/PDPK1/STAT5A/MAP3K3/TGFB1/ANGPT4/HMOX1/PDGFB/TMSB4X/SRPX2",30
"GO:0035270","GO:0035270","endocrine system development","46/3609","103/14366",1.18945400180388e-05,0.00303052193503076,0.00255800656955443,"RAP1GAP/PBX1/ZBED6/EIF2AK3/GSK3B/GATA2/NKX6-1/PITX2/FGF2/ISL1/NKX2-5/BMP6/CITED2/HOXA3/HOXA5/MNX1/ANXA1/TGFBR1/GATA3/ARID5B/DKK3/PAX6/WT1/MDK/SIDT2/ETS1/SIX1/AKT1/ONECUT1/MAP2K1/SMAD3/STRA6/PDPK1/SALL1/CDH1/NF1/NOG/SOX9/GATA6/CDH2/SMAD2/ONECUT2/BMP2/TBX1/MAPK1/TSPO",46
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","23/3609","40/14366",1.30137966019314e-05,0.00317753533697158,0.00268209781721384,"JUN/TGFB2/PPARG/GATA2/FGF2/TERT/NR3C1/KLF4/GATA3/TEAD1/WT1/ETS1/KLF5/HIF1A/FOS/SMAD6/SMAD3/SMAD4/TGFB1/BMP2/PDGFB/SREBF2/APLN",23
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","41/3609","89/14366",1.39996016588505e-05,0.00328150662883456,0.00276985802926057,"EPHA2/EFNA1/ADAM17/PPARG/GATA2/KDR/FGF2/FBXW7/VEGFC/PLK2/HDAC9/ANGPT1/ANXA1/KLF4/ABL1/JCAD/NRP1/MMRN2/PIK3C2A/ETS1/HDAC7/P2RX4/PRKD1/HIF1A/RHOJ/AKT1/THBS1/PDPK1/NF1/JUP/STAT5A/MAP3K3/TGFB1/ANGPT4/HMOX1/CARD10/SH3BP1/PDGFB/TMSB4X/SRPX2/MECP2",41
"GO:0006887","GO:0006887","exocytosis","110/3609","307/14366",1.61871409803733e-05,0.00364833254403798,0.0030794888852945,"VAMP3/PIK3CD/ATP13A2/SYTL1/TXLNA/TMEM167B/RAP1A/SV2A/S100A13/SNAPIN/SYT2/SNAP47/ZP4/ARL8B/RAB5A/PDCD6IP/CCR1/GNAI2/GSK3B/STXBP5L/GATA2/RAB7A/SCFD2/KIT/SNCA/F2RL1/MICAL1/STX11/STXBP5/SCIN/STX1A/LAT2/STEAP2/LGI3/ANK1/SDCBP/RIMS2/UNC13B/ANXA1/SYK/NR4A3/STXBP1/NCS1/STAM/PI4K2A/PIK3C2A/LIN7C/STX3/TPCN2/GAB2/SYTL2/EXPH5/BACE1/VPS11/CBL/SNX19/KLRC2/SLC4A8/RAB3IP/WASHC3/LAMP1/RAB2B/STXBP6/RAB15/TMED10/CALM1/TNFAIP2/RASGRP1/VPS18/SNAP23/RAB27A/RAB8B/BAIAP3/RAB26/PDPK1/SYT17/PRKCB/PRRT2/DOC2A/CORO1A/STX1B/ITGAM/FOXF1/ARHGAP44/SRCIN1/NSF/LLGL2/UNC13D/SYNGR2/RAB31/RAB27B/STXBP2/GIPC1/RAB8A/UNC13A/CALM3/NAPA/SPHK2/SDC4/SLC17A9/DNAJC5/ITGB2/SNAP29/HMOX1/RAC2/PLA2G6/SYNGR1/IL1RAPL1/CDK16/ATP6AP1",110
"GO:0001822","GO:0001822","kidney development","95/3609","258/14366",1.74995693439526e-05,0.00379805467983563,0.0032058665242586,"CASP9/PYGO2/PBX1/TGFB2/NUP133/AGT/NID1/KIF26B/STAT1/COL4A4/RARB/ROBO2/SEC61A1/PLXND1/MME/TIPARP/PROM1/PKD2/FGF2/SPRY1/HPGD/ADAMTS16/NIPBL/FOXD1/GCNT4/FGF1/PDGFRB/FOXC1/BMP6/PDGFA/GLI3/PODXL/SFRP1/EYA1/OSR2/ANGPT1/EXT1/HAS2/PCSK5/TGFBR1/ASS1/GATA3/NRP1/ARID5B/DLG5/PLCE1/DCHS1/WT1/FADD/YAP1/DYNC2H1/KIRREL3/PTPRO/KCNJ8/TNS2/FREM2/SIX1/SIX4/TMED10/FMN1/MYO1E/GCNT3/SMAD6/SMAD3/STRA6/CTSH/IQGAP1/SOX8/GLIS2/SALL1/FLCN/NF1/AP2B1/LHX1/WNK4/HOXB7/ITGA3/NOG/ACE/PECAM1/SOX9/JMJD6/SMAD2/SMAD7/SMAD4/SERPINB7/BMP2/SDC4/MMP9/LAMA5/ADAMTS1/LIF/PDGFB/MAGED1/AMER1",95
"GO:0072001","GO:0072001","renal system development","97/3609","265/14366",1.89438194171174e-05,0.00396467077801099,0.00334650403913663,"CASP9/PYGO2/PBX1/TGFB2/NUP133/AGT/NID1/KIF26B/STAT1/COL4A4/RARB/ROBO2/SEC61A1/PLXND1/MME/TIPARP/PROM1/PKD2/FGF2/SPRY1/HPGD/ADAMTS16/NIPBL/FOXD1/GCNT4/FGF1/PDGFRB/FOXC1/BMP6/TBX18/PDGFA/GLI3/PODXL/SFRP1/EYA1/OSR2/ANGPT1/EXT1/HAS2/PCSK5/TGFBR1/ASS1/GATA3/NRP1/ARID5B/DLG5/PLCE1/DCHS1/WT1/FADD/YAP1/DYNC2H1/KIRREL3/PTPRO/KCNJ8/TNS2/FREM2/SIX1/SIX4/TMED10/FMN1/MYO1E/GCNT3/SMAD6/SMAD3/STRA6/CTSH/IQGAP1/SOX8/GLIS2/SALL1/FOXF1/FLCN/NF1/AP2B1/LHX1/WNK4/HOXB7/ITGA3/NOG/ACE/PECAM1/SOX9/JMJD6/SMAD2/SMAD7/SMAD4/SERPINB7/BMP2/SDC4/MMP9/LAMA5/ADAMTS1/LIF/PDGFB/MAGED1/AMER1",97
"GO:0061448","GO:0061448","connective tissue development","83/3609","220/14366",2.10489098926278e-05,0.00421486529734355,0.00355768852743261,"CCN1/COL11A1/CTSK/THBS3/PRRX1/CHI3L1/WNT9A/MBOAT2/GDF7/PKDCC/EIF2AK3/SATB2/RARB/TGFBR2/SHOX2/BMPR1B/FGF2/OXCT1/FOXD1/LOX/TGFBI/PDGFRB/SH3PXD2B/BMP6/EDN1/PPARD/MAPK14/RUNX2/CCN2/SCIN/ITGB8/HOXA3/HOXA5/GLI3/CREB3L2/LOXL2/STC1/SNAI2/OSR2/EXT1/CCN3/CCN4/TGFBR1/COL27A1/SLC25A25/COL5A1/ARID5B/SOX6/WT1/MDK/SLC39A13/PLAAT3/LTBP3/DGAT2/SORL1/SNX19/MGP/WNT10B/HMGA2/LUM/CHST11/AACS/SPART/FOXA1/HIF1A/SPTLC2/SMAD3/SOX8/MAF/RFLNB/NOG/SOX9/SMAD7/SERPINB7/ZNF516/TGFB1/TRPM4/BMP2/MKKS/SELENOM/PDGFB/AMER1/ATP7A",83
"GO:0016311","GO:0016311","dephosphorylation","130/3609","376/14366",2.15778086894721e-05,0.00421486529734355,0.00355768852743261,"SSU72/CAMTA1/MTOR/ALPL/PPP1R8/EYA3/PTP4A2/PTPRF/CDC14A/ATP1A1/MTMR11/GBA/DUSP23/DUSP12/TIPRL/SMG7/ADORA1/PPP1R15B/PTPN14/TGFB2/FKBP1B/PPP1CB/CALM2/PPP4R3B/DUSP11/THNSL2/PHOSPHO2/DUSP19/INPP1/INPP5D/ILKAP/LRRC2/GNAI2/DUSP7/PPM1M/GSK3B/NUDT16/ACP3/PPP2R3A/PXYLP1/PPM1L/HTT/PTPN13/PPM1K/DAPP1/PPP3CA/PPA2/INPP4B/ITGA2/PDGFRB/PPP1R11/PPP2R5D/PTP4A1/FIG4/NT5DC1/EYA4/SYNJ2/PSPH/PPP1R3B/DLC1/PPP3CC/EPHX2/PPP2CB/IKBKB/POLB/EYA1/PIP4P2/PDP1/CDC14B/PHPT1/NSMF/PFKFB3/MASTL/PTPN20/PPP1R3C/PTPRE/SMPD1/SWAP70/ACP2/PTPMT1/PTPRJ/MTMR2/PTPRO/TNS2/PPM1H/PTPRB/PTPRR/HSP90B1/NUAK1/PIP4P1/LGALS3/SGPP1/PPP1R36/CALM1/PPP4R4/CHP1/CTDSPL2/SMAD3/PTPN9/CPPED1/PPP1R1B/DUSP3/G6PC3/PTPRM/ROCK1/RPRD1A/PHLPP1/PLPPR3/PTPRS/PIN1/ACP5/ACP7/TIMM50/TGFB1/PPM1N/PPP5C/CALM3/PPP1R15A/ACP4/PPP2R1A/PPP6R1/CDC25B/BMP2/DUSP15/YWHAB/PTPN1/PPP1R3D/RCAN1/INPP5J/MTMR8",130
"GO:0008654","GO:0008654","phospholipid biosynthetic process","89/3609","240/14366",2.33280604812576e-05,0.00440975594903772,0.00372219206116908,"PIK3CD/DHDDS/PIGK/PIGC/ETNK2/LPGAT1/CAPN2/ITPKB/MBOAT2/EFR3B/SOCS5/TTC7A/INPP1/INPP5D/DGKD/IP6K1/PLSCR1/PLD1/LIPH/PCYT1A/GPAT3/CDS1/FGF2/INPP4B/LPCAT1/HMGCS1/PIK3R1/HEXB/SERINC5/AGPAT1/IP6K3/PPARD/ADGRF5/FIG4/SERINC1/SYNJ2/PDGFA/GPAT4/FABP5/DOLK/DOLPP1/AGPAT2/IDI1/PIP4K2A/PI4K2A/PTDSS2/PIK3C2A/PTPMT1/FADS1/PLAAT3/RAB38/MTMR2/ATM/DPAGT1/DGKA/PIP4K2C/MVK/PITPNM2/DGKH/ABHD4/AJUBA/SPTLC2/LPCAT4/CHP1/PIGB/CDIPT/VAC14/PLCG2/MVD/PIP4K2B/ORMDL3/SOCS3/PCYT2/MPPE1/ABHD8/ISYNA1/ITPKC/SPHK2/CDS2/PIGU/PIGP/AGPAT3/INPP5J/PISD/PLA2G6/PDGFB/PCYT1B/HTR2C/TAFAZZIN",89
